Rack#,Tube#,Photo_Name,Population,Pollen_Donor,Floral_Seq_Donor,3_6,Pollen_Recipient,Floral_Seq_Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,341,MC15B26,MC,15B,2,6,9C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC15B26,,,,,,,,,,,,,,,,,,,,,,,,
8,591,MC16B103,MC,16B,10,3,18C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC16B103,,,,,,,,,,,,,,,,,,,,,,,,
8,592,MC16B103,MC,16B,10,3,16C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC16B103,,,,,,,,,,,,,,,,,,,,,,,,
8,593,MC16B76,MC,16B,7,6,16C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC16B76,,,,,,,,,,,,,,,,,,,,,,,,
8,594,MC16B76,MC,16B,7,6,3C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC16B76,,,,,,,,,,,,,,,,,,,,,,,,
8,595,MC16B76,MC,16B,7,6,18C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC16B76,,,,,,,,,,,,,,,,,,,,,,,,
5,382,MC17A136,MC,17A,13,6,23C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17A136,,,,,,,,,,,,,,,,,,,,,,,,
5,383,MC17A136,MC,17A,13,6,18C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17A136,,,,,,,,,,,,,,,,,,,,,,,,
5,384,MC17A183,MC,17A,18,3,1C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17A183,,,,,,,,,,,,,,,,,,,,,,,,
5,385,MC17A183,MC,17A,18,3,7C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17A183,,,,,,,,,,,,,,,,,,,,,,,,
5,325,MC17B56,MC,17B,5,6,20C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17B56,,,,,,,,,,,,,,,,,,,,,,,,
5,326,MC17B56,MC,17B,5,6,4C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17B56,,,,,,,,,,,,,,,,,,,,,,,,
5,327,MC17B56,MC,17B,5,6,16C,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17B56,,,,,,,,,,,,,,,,,,,,,,,,
5,328,MC17B73,MC,17B,7,3,13C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17B73,,,,,,,,,,,,,,,,,,,,,,,,
5,329,MC17B73,MC,17B,7,3,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC17B73,,,,,,,,,,,,,,,,,,,,,,,,
5,374,MC18A176,MC,18A,17,6,21C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18A176,,,,,,,,,,,,,,,,,,,,,,,,
5,376,MC18A176,MC,18A,17,6,20C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18A176,,,,,,,,,,,,,,,,,,,,,,,,
4,267,MC18A43,MC,18A,4,3,18C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18A43,,,,,,,,,,,,,,,,,,,,,,,,
4,268,MC18A43,MC,18A,4,3,5C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18A43,,,,,,,,,,,,,,,,,,,,,,,,
5,330,MC18B46,MC,18B,4,6,16C,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18B46,,,,,,,,,,,,,,,,,,,,,,,,
5,331,MC18B46,MC,18B,4,6,4C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18B46,,,,,,,,,,,,,,,,,,,,,,,,
5,332,MC18B83,MC,18B,8,3,13C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18B83,,,,,,,,,,,,,,,,,,,,,,,,
5,333,MC18B83,MC,18B,8,3,16C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC18B83,,,,,,,,,,,,,,,,,,,,,,,,
4,280,MC1A26,MC,1A,2,6,18C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A26,,,,,,,,,,,,,,,,,,,,,,,,
4,281,MC1A26,MC,1A,2,6,5C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A26,,,,,,,,,,,,,,,,,,,,,,,,
4,289,MC1A73,MC,1A,7,3,16C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A73,,,,,,,,,,,,,,,,,,,,,,,,
5,373,MC21A143,MC,21A,14,3,20C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC21A143,,,,,,,,,,,,,,,,,,,,,,,,
4,273,MC21A16,MC,21A,1,6,9C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC21A16,,,,,,,,,,,,,,,,,,,,,,,,
4,274,MC21A16,MC,21A,1,6,3C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC21A16,,,,,,,,,,,,,,,,,,,,,,,,
4,275,MC21A16,MC,21A,1,6,16C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC21A16,,,,,,,,,,,,,,,,,,,,,,,,
5,342,MC22B76,MC,22B,7,6,18C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC22B76,,,,,,,,,,,,,,,,,,,,,,,,
5,343,MC22B76,MC,22B,7,6,11C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC22B76,,,,,,,,,,,,,,,,,,,,,,,,
5,344,MC22B83,MC,22B,8,3,16C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC22B83,,,,,,,,,,,,,,,,,,,,,,,,
5,337,MC24B133,MC,24B,13,3,4C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC24B133,,,,,,,,,,,,,,,,,,,,,,,,
5,338,MC24B133,MC,24B,13,3,9C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC24B133,,,,,,,,,,,,,,,,,,,,,,,,
5,334,MC24B96,MC,24B,9,6,3C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC24B96,,,,,,,,,,,,,,,,,,,,,,,,
5,335,MC24B96,MC,24B,9,6,4C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC24B96,,,,,,,,,,,,,,,,,,,,,,,,
5,336,MC24B96,MC,24B,9,6,9C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC24B96,,,,,,,,,,,,,,,,,,,,,,,,
5,390,MC25A226,MC,25A,22,6,1C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC25A226,,,,,,,,,,,,,,,,,,,,,,,,
5,391,MC25A226,MC,25A,22,6,14C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC25A226,,,,,,,,,,,,,,,,,,,,,,,,
5,392,MC25A263,MC,25A,26,3,11C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC25A263,,,,,,,,,,,,,,,,,,,,,,,,
5,393,MC25A263,MC,25A,26,3,8C,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC25A263,,,,,,,,,,,,,,,,,,,,,,,,
10,730,MC2BL16,MC,2B,L1,6,11C,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2BL16,,,,,,,,,,,,,,,,,,,,,,,,
10,729,MC2BL76,MC,2B,L7,6,8C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2BL76,,,,,,,,,,,,,,,,,,,,,,,,
10,734,MC2BL76,MC,2B,L7,6,1C,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2BL76,,,,,,,,,,,,,,,,,,,,,,,,
10,735,MC2BL83,MC,2B,L8,3,12C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2BL83,,,,,,,,,,,,,,,,,,,,,,,,
10,736,MC2BL83,MC,2B,L8,3,20C,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2BL83,,,,,,,,,,,,,,,,,,,,,,,,
4,279,MC3A163,MC,3A,16,3,16C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A163,,,,,,,,,,,,,,,,,,,,,,,,
8,596,MC3A86,MC,3A,8,6,3C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A86,,,,,,,,,,,,,,,,,,,,,,,,
8,597,MC3A86,MC,3A,8,6,16C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A86,,,,,,,,,,,,,,,,,,,,,,,,
8,598,MC3A86,MC,3A,8,6,18C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A86,,,,,,,,,,,,,,,,,,,,,,,,
5,386,MC5A56,MC,5A,5,6,11C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC5A56,,,,,,,,,,,,,,,,,,,,,,,,
5,387,MC5A56,MC,5A,5,6,13C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC5A56,,,,,,,,,,,,,,,,,,,,,,,,
5,339,MC5B26,MC,5B,2,6,2C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC5B26,,,,,,,,,,,,,,,,,,,,,,,,
4,286,MC6A16,MC,6A,1,6,18C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC6A16,,,,,,,,,,,,,,,,,,,,,,,,
4,287,MC6A16,MC,6A,1,6,16C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC6A16,,,,,,,,,,,,,,,,,,,,,,,,
4,284,MC6A43,MC,6A,4,3,3C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC6A43,,,,,,,,,,,,,,,,,,,,,,,,
5,370,MC9A176,MC,9A,17,6,1C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9A176,,,,,,,,,,,,,,,,,,,,,,,,
5,372,MC9A176,MC,9A,17,6,6C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9A176,,,,,,,,,,,,,,,,,,,,,,,,
5,377,MC9A193,MC,9A,19,3,14C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9A193,,,,,,,,,,,,,,,,,,,,,,,,
5,378,MC9A193,MC,9A,19,3,5C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9A193,,,,,,,,,,,,,,,,,,,,,,,,
10,731,MC9BL196,MC,9B,L19,6,11C,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9BL196,,,,,,,,,,,,,,,,,,,,,,,,
10,732,MC9BL196,MC,9B,L19,6,19C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9BL196,,,,,,,,,,,,,,,,,,,,,,,,
10,733,MC9BL196,MC,9B,L19,6,1C,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9BL196,,,,,,,,,,,,,,,,,,,,,,,,
10,737,MC9BL203,MC,9B,L20,3,14C,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC9BL203,,,,,,,,,,,,,,,,,,,,,,,,
9,655,WD26A156,WD,26A,15,6,54C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD26A156,,,,,,,,,,,,,,,,,,,,,,,,
9,656,WD26A156,WD,26A,15,6,44C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD26A156,,,,,,,,,,,,,,,,,,,,,,,,
9,657,WD26A163,WD,26A,16,3,54C,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD26A163,,,,,,,,,,,,,,,,,,,,,,,,
9,672,WD38B66,WD,38B,6,6,4C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD38B66,,,,,,,,,,,,,,,,,,,,,,,,
9,666,WD40B186,WD,40B,18,6,44C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD40B186,,,,,,,,,,,,,,,,,,,,,,,,
9,673,WD40B186,WD,40B,18,6,17C,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD40B186,,,,,,,,,,,,,,,,,,,,,,,,
9,669,WD41B56,WD,41B,5,6,4C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD41B56,,,,,,,,,,,,,,,,,,,,,,,,
9,671,WD41B56,WD,41B,5,6,9C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD41B56,,,,,,,,,,,,,,,,,,,,,,,,
9,667,WD41B73,WD,41B,7,3,17C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD41B73,,,,,,,,,,,,,,,,,,,,,,,,
9,663,WD44B196,WD,44B,19,6,13C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD44B196,,,,,,,,,,,,,,,,,,,,,,,,
9,670,WD44B196,WD,44B,19,6,46C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD44B196,,,,,,,,,,,,,,,,,,,,,,,,
9,665,WD44B213,WD,44B,21,3,4C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD44B213,,,,,,,,,,,,,,,,,,,,,,,,
9,652,WD4A146,WD,4A,14,6,13C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD4A146,,,,,,,,,,,,,,,,,,,,,,,,
9,653,WD4A146,WD,4A,14,6,9C,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD4A146,,,,,,,,,,,,,,,,,,,,,,,,
9,661,WD54A156,WD,54A,15,6,44C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD54A156,,,,,,,,,,,,,,,,,,,,,,,,
9,662,WD54A156,WD,54A,15,6,9C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD54A156,,,,,,,,,,,,,,,,,,,,,,,,
9,660,WD54A173,WD,54A,17,3,44C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD54A173,,,,,,,,,,,,,,,,,,,,,,,,
9,658,WD56A126,WD,56A,12,6,4C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD56A126,,,,,,,,,,,,,,,,,,,,,,,,
9,659,WD56A126,WD,56A,12,6,54C,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD56A126,,,,,,,,,,,,,,,,,,,,,,,,
9,654,WD56A143,WD,56A,14,3,4C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD56A143,,,,,,,,,,,,,,,,,,,,,,,,
9,664,WD58B63,WD,58B,6,3,17C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD58B63,,,,,,,,,,,,,,,,,,,,,,,,
9,668,WD9B13,WD,9B,1,3,17C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD9B13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
